customer_id,last_order_date,recency_days,frequency_orders,monetary_revenue
13941,2011-11-18,21,5,5112.96
17602,2011-12-07,2,6,5102.97
16700,2011-12-01,8,13,5076.55
14562,2011-12-06,3,18,5074.77
15301,2011-10-20,50,12,5070.35
13139,2011-11-23,16,7,5064.94
12432,2011-10-28,42,5,5059.32
15719,2011-11-07,32,13,5045.61
17426,2011-12-01,8,6,5037.26
14329,2011-11-22,17,7,5014.84
14755,2011-11-30,9,11,5010.28
12444,2011-11-18,21,5,5005.46
15032,2011-03-28,256,3,4959.1
15547,2011-12-02,7,14,4954.84
12437,2011-12-08,1,18,4951.41
12700,2011-12-02,7,4,4939.99
15786,2011-10-24,46,3,4932.2
14709,2011-11-24,15,13,4921.04
17133,2011-11-24,15,7,4892.24
12664,2011-12-01,8,9,4881.88
12688,2011-08-18,113,1,4873.81
14292,2011-12-02,7,9,4871.93
17652,2011-11-14,25,12,4867.72
15738,2011-11-21,18,16,4812.42
13013,2011-12-08,1,13,4810.94
15555,2011-11-27,12,16,4805.17
17365,2011-11-27,12,8,4801.56
15298,2011-12-07,2,12,4799.9
15187,2011-12-08,1,16,4777.18
17690,2011-11-09,30,15,4757.95
12955,2011-12-08,1,11,4757.16
14180,2011-11-29,10,25,4748.52
15152,2011-11-30,9,13,4745.69
16722,2011-11-22,17,13,4730.81
12714,2011-11-30,9,5,4708.86
14159,2011-11-20,19,11,4693.01
14135,2011-12-08,1,15,4690.31
14191,2011-12-08,1,13,4684.76
15291,2011-11-14,25,15,4668.3
14189,2011-12-07,2,15,4654.08
14390,2011-11-29,10,9,4652.82
14286,2011-11-16,23,3,4628.75
16931,2011-12-04,5,21,4604.22
13802,2011-07-24,138,3,4599.42
15093,2011-11-21,18,6,4597.02
14004,2011-10-27,43,7,4582.64
17613,2011-11-17,22,14,4559.15
17068,2011-11-27,12,21,4552.14
12484,2011-11-07,32,6,4541.72
13267,2011-12-07,2,19,4521.49
15299,2011-10-03,67,7,4507.01
17975,2011-11-24,15,13,4488.81
12524,2011-11-30,9,8,4485.72
14426,2011-11-16,23,10,4481.67
16984,2011-09-12,88,2,4481.35
17364,2011-12-09,0,11,4481.18
12627,2011-11-29,10,7,4478.53
14085,2011-12-07,2,18,4448.54
14534,2011-12-07,2,18,4447.05
13069,2011-12-09,0,24,4436.12
15955,2011-11-15,24,14,4416.26
16626,2011-12-09,0,17,4413.1
15874,2011-10-07,63,7,4405.88
12712,2011-11-11,28,13,4396.13
13505,2011-09-28,72,4,4393.63
12752,2011-09-19,81,1,4366.78
16945,2011-11-18,21,19,4345.5
14016,2011-07-01,161,4,4341.21
14800,2011-10-23,47,12,4339.74
14525,2011-11-20,19,9,4332.2
17567,2011-12-02,7,8,4331.48
18251,2011-09-13,87,1,4314.72
12347,2011-12-07,2,7,4310.0
15034,2011-11-24,15,8,4308.61
17937,2011-12-01,8,7,4301.22
14422,2011-12-09,0,6,4263.64
12500,2011-11-16,23,11,4257.82
17419,2011-11-28,11,12,4226.57
14277,2011-11-24,15,3,4216.2
15804,2011-12-09,0,13,4206.39
17920,2011-12-05,4,17,4204.1
15971,2011-11-22,17,12,4199.85
12747,2011-12-07,2,11,4196.01
14146,2011-12-01,8,5,4191.0
18041,2011-11-28,11,21,4183.39
12949,2011-11-09,30,8,4167.22
15570,2011-12-02,7,12,4165.52
16549,2011-11-29,10,10,4154.64
13384,2011-11-09,30,7,4151.93
13555,2011-09-27,73,4,4149.28
13988,2011-11-20,19,6,4147.96
15514,2011-11-27,12,11,4139.46
12569,2011-12-07,2,32,4124.69
16592,2011-12-05,4,16,4113.68
17940,2011-10-21,49,10,4106.44
17377,2011-11-16,23,20,4100.92
16401,2011-12-08,1,12,4098.32
16670,2011-11-23,16,11,4095.9
12749,2011-12-06,3,5,4090.88
14092,2011-12-02,7,14,4076.91
12449,2011-11-17,22,4,4067.29
18087,2011-09-02,98,2,4055.72
14401,2011-12-05,4,13,4051.48
12656,2011-11-22,17,5,4051.17
12867,2011-11-13,26,7,4036.82
13815,2011-11-17,22,4,4027.36
12841,2011-12-05,4,25,4022.35
12957,2011-11-30,9,8,4017.54
12378,2011-08-02,129,1,4008.62
14547,2011-12-06,3,8,4007.54
16186,2011-11-17,22,12,4006.94
17769,2011-11-27,12,10,3997.98
15529,2011-11-17,22,11,3995.23
17001,2011-12-09,0,11,3989.57
15416,2011-10-06,64,4,3984.32
17611,2011-12-02,7,15,3984.22
12779,2011-11-02,37,8,3981.36
12727,2011-11-29,10,7,3980.7
14299,2011-12-01,8,9,3965.62
13523,2011-11-06,33,5,3964.88
13183,2011-12-02,7,9,3957.78
17651,2011-11-28,11,10,3945.0
12473,2011-11-10,29,5,3938.55
17593,2011-12-06,3,5,3927.34
14739,2011-12-05,4,7,3902.28
13999,2011-11-29,10,12,3901.81
14291,2011-12-08,1,11,3883.25
18073,2011-08-17,114,12,3877.52
13124,2011-09-11,89,3,3866.33
15195,2011-12-07,2,1,3861.0
16717,2011-11-16,23,6,3858.38
12662,2011-12-09,0,11,3849.78
16327,2011-11-25,14,6,3844.22
13266,2011-11-28,11,12,3834.26
17091,2011-12-07,2,9,3827.76
15867,2011-12-04,5,15,3812.64
12755,2011-03-04,280,2,3811.95
12597,2011-11-20,19,4,3811.22
13435,2011-12-04,5,7,3809.89
12668,2011-11-28,11,4,3807.15
16145,2011-12-01,8,11,3799.49
16655,2011-11-22,17,6,3794.52
16168,2011-11-29,10,27,3787.6
16019,2011-10-24,46,9,3786.24
12562,2011-12-01,8,7,3781.74
17173,2011-12-04,5,8,3766.6
16904,2011-12-05,4,16,3754.27
12429,2011-11-30,9,4,3750.4
17238,2011-12-07,2,17,3744.65
14145,2011-10-24,46,4,3742.2
13552,2011-10-04,66,12,3740.07
16570,2011-11-24,15,10,3738.4
15808,2011-02-06,306,4,3734.97
14282,2011-12-06,3,15,3729.34
12502,2011-09-05,95,5,3723.87
12647,2011-11-17,22,12,3722.82
13680,2011-12-08,1,4,3722.42
16240,2011-11-15,24,2,3718.8
14364,2011-08-23,108,8,3717.35
15845,2011-11-22,17,8,3711.77
15622,2011-10-27,43,9,3709.56
13148,2011-11-10,29,12,3707.12
17819,2011-09-29,71,7,3704.87
15379,2011-06-23,169,7,3703.29
12553,2011-12-01,8,10,3692.28
16253,2011-10-04,66,2,3683.86
15581,2011-08-11,120,13,3679.97
15296,2011-10-20,50,6,3672.86
18079,2011-10-25,45,4,3651.97
13137,2011-11-29,10,8,3650.41
12417,2011-12-06,3,9,3649.1
16712,2011-11-30,9,11,3645.43
13426,2011-12-09,0,10,3641.32
12619,2011-11-23,16,9,3641.24
16440,2011-12-02,7,5,3640.67
13381,2011-11-08,31,6,3639.31
17230,2011-03-20,264,8,3638.41
14543,2011-11-11,28,16,3630.33
17528,2011-12-08,1,8,3628.5
13327,2011-11-01,38,8,3627.77
13520,2011-10-12,58,6,3624.35
17576,2011-12-01,8,19,3622.68
14040,2011-10-30,40,12,3614.92
13082,2011-08-05,126,9,3613.63
15505,2011-10-18,52,5,3610.96
15113,2011-11-30,9,3,3609.33
16242,2011-12-01,8,7,3603.21
15484,2011-12-08,1,4,3594.31
14132,2011-12-07,2,11,3586.03
17203,2011-11-04,35,6,3563.85
17491,2011-12-08,1,10,3558.87
15544,2011-11-30,9,9,3546.71
12370,2011-10-19,51,4,3545.69
14503,2011-12-06,3,6,3543.26
13448,2011-11-23,16,6,3539.37
13334,2011-09-18,82,3,3536.82
12454,2011-10-14,56,1,3528.34
17160,2011-11-08,31,6,3518.03
13953,2011-12-02,7,7,3515.68
16360,2011-12-05,4,6,3512.53
14395,2011-12-07,2,9,3507.71
16131,2011-10-19,51,6,3506.54
14907,2011-12-06,3,7,3501.1
16458,2011-12-07,2,18,3482.74
13993,2011-10-28,42,9,3466.36
13014,2011-11-29,10,10,3466.28
17758,2011-11-20,19,8,3456.7
15410,2011-09-16,84,8,3450.84
13536,2011-12-08,1,7,3448.29
15129,2011-10-20,50,11,3447.4
15974,2011-10-31,39,7,3442.15
17725,2011-11-23,16,11,3439.08
15676,2011-11-21,18,3,3435.76
14221,2011-10-28,42,9,3432.8
12406,2011-11-17,22,2,3415.3
15981,2011-11-15,24,8,3408.48
13437,2011-11-25,14,7,3408.06
17669,2011-10-28,42,7,3406.72
13198,2011-11-29,10,6,3401.24
15228,2011-10-04,66,4,3386.71
13842,2011-10-12,58,9,3385.62
15708,2011-10-30,40,7,3364.24
16011,2011-12-01,8,16,3362.71
14227,2011-11-13,26,10,3350.96
16818,2011-11-29,10,11,3349.57
16607,2011-11-22,17,14,3347.71
17183,2011-12-02,7,6,3347.31
13015,2011-10-17,53,5,3346.28
12643,2011-08-03,128,6,3344.64
12613,2011-10-13,57,5,3344.38
12594,2011-11-02,37,10,3338.22
16556,2011-10-04,66,7,3313.79
13373,2011-10-10,60,3,3312.25
14841,2011-10-17,53,6,3295.76
14702,2011-12-08,1,17,3292.14
15632,2011-11-24,15,8,3285.31
12480,2011-11-11,28,4,3281.63
15764,2011-09-12,88,6,3279.97
17723,2011-08-04,127,6,3276.4
13952,2011-05-06,217,2,3251.07
13047,2011-11-08,31,10,3237.54
15443,2011-12-08,1,7,3236.91
17050,2011-09-04,96,6,3228.84
14175,2011-10-11,59,3,3222.3
13880,2011-11-18,21,13,3219.77
13268,2011-11-22,17,11,3214.69
14388,2011-11-29,10,8,3212.84
16107,2011-11-22,17,7,3204.16
17220,2011-11-15,24,14,3198.25
13868,2011-12-02,7,2,3192.54
17685,2011-11-23,16,7,3191.53
13758,2011-11-28,11,7,3190.55
14844,2011-10-07,63,4,3189.81
12456,2011-10-26,44,3,3181.04
17672,2011-10-20,50,2,3178.17
17231,2011-11-27,12,10,3174.32
16837,2011-11-08,31,11,3170.98
16041,2011-11-09,30,3,3166.4
15861,2011-11-27,12,8,3165.36
17863,2011-10-11,59,6,3160.0
15065,2011-11-02,37,4,3158.13
14235,2011-09-25,75,5,3144.86
13742,2011-11-23,16,12,3131.02
16156,2011-12-01,8,9,3122.04
13685,2011-12-07,2,7,3119.44
16326,2011-12-04,5,14,3110.96
16678,2011-12-07,2,12,3109.99
13869,2011-08-08,123,4,3104.95
14099,2011-11-23,16,11,3104.17
16905,2011-12-04,5,7,3102.43
15491,2011-09-05,95,6,3100.09
14257,2011-10-06,64,5,3099.72
14565,2011-09-05,95,4,3099.12
13135,2011-05-27,196,1,3096.0
17059,2011-11-10,29,5,3095.04
13362,2011-11-30,9,4,3090.74
15998,2011-11-03,36,5,3089.97
16218,2011-11-10,29,7,3084.68
18272,2011-12-07,2,6,3078.58
12910,2011-11-16,23,8,3075.04
13631,2011-09-01,99,11,3070.42
16686,2011-10-23,47,7,3062.83
14456,2011-12-04,5,9,3062.4
17799,2011-11-17,22,10,3055.93
16940,2011-10-18,52,3,3049.88
16393,2011-12-07,2,13,3046.21
16709,2011-09-16,84,5,3029.87
12598,2011-11-30,9,8,3023.08
12395,2011-11-20,19,12,3018.63
18094,2011-09-19,81,7,3017.3
12754,2011-04-18,235,3,3010.74
12916,2011-07-24,138,4,3006.15
15521,2011-10-30,40,8,3000.2
17659,2011-11-22,17,12,2999.46
17504,2011-05-17,206,9,2997.03
12670,2011-11-29,10,5,2996.05
14307,2011-09-12,88,6,2995.72
15687,2011-12-01,8,9,2993.1
14639,2011-10-18,52,6,2984.49
13451,2011-11-13,26,5,2976.15
14032,2011-12-07,2,11,2975.59
15854,2011-12-05,4,12,2974.65
16497,2011-10-21,49,6,2965.69
17924,2011-11-28,11,7,2962.5
14868,2011-12-06,3,8,2953.59
17084,2011-11-04,35,2,2949.75
17444,2011-07-15,147,3,2940.04
16316,2011-10-06,64,8,2938.91
14530,2011-11-14,25,6,2925.91
17512,2011-11-11,28,10,2924.99
15606,2011-10-09,61,9,2920.16
12906,2011-11-28,11,5,2919.81
14112,2011-11-17,22,7,2915.15
12438,2011-11-25,14,2,2906.85
17644,2011-12-08,1,11,2895.64
18144,2011-12-02,7,12,2888.75
12408,2011-11-07,32,5,2888.55
13735,2011-11-15,24,4,2885.24
16633,2011-11-22,17,6,2883.1
15673,2011-09-12,88,4,2881.02
14251,2011-12-08,1,5,2879.7
17728,2011-12-06,3,3,2876.01
14005,2011-11-30,9,5,2874.72
15628,2011-12-05,4,9,2870.24
14711,2011-11-29,10,11,2868.8
13901,2011-09-28,72,5,2867.2
14535,2011-10-10,60,3,2864.19
12685,2011-11-11,28,6,2863.08
18145,2011-11-27,12,4,2861.55
16928,2011-09-20,80,17,2847.6
15984,2011-12-07,2,10,2837.67
14852,2011-10-12,58,6,2836.69
14572,2011-12-06,3,7,2832.84
17596,2011-11-16,23,7,2827.93
14842,2011-10-27,43,4,2824.69
13174,2011-11-23,16,3,2817.03
16871,2011-11-17,22,6,2812.34
12356,2011-11-17,22,3,2811.43
14903,2011-11-18,21,5,2810.63
18230,2011-11-30,9,7,2810.2
13230,2011-12-05,4,14,2806.97
16081,2011-10-14,56,5,2806.9
16764,2011-12-06,3,13,2799.25
15993,2011-12-01,8,7,2797.57
13769,2011-12-07,2,10,2796.51
12578,2011-11-18,21,2,2794.51
12758,2011-08-15,116,2,2791.59
17739,2011-11-28,11,7,2791.35
14626,2011-11-16,23,4,2791.27
17213,2011-10-30,40,7,2781.23
12388,2011-11-24,15,6,2780.66
14121,2011-12-06,3,4,2780.15
17838,2011-11-13,26,5,2779.3
13870,2011-12-07,2,8,2770.94
15356,2011-11-08,31,10,2766.5
15114,2011-11-09,30,10,2760.56
14854,2011-09-22,78,7,2759.83
13971,2011-11-21,18,8,2758.26
15321,2011-09-30,70,3,2748.31
12669,2011-07-12,150,3,2744.03
14808,2011-10-31,39,8,2741.17
14125,2011-11-29,10,3,2740.43
15696,2011-11-06,33,8,2736.46
16938,2011-12-01,8,4,2736.38
16003,2011-11-10,29,5,2735.37
12840,2011-07-19,143,4,2726.77
12380,2011-11-18,21,4,2724.81
12708,2011-11-10,29,10,2712.91
15796,2011-12-08,1,8,2711.56
17069,2011-11-11,28,9,2709.7
13285,2011-11-16,23,4,2709.12
13654,2011-10-27,43,6,2707.33
14107,2011-10-19,51,7,2703.23
14732,2011-12-01,8,8,2702.49
18097,2011-12-02,7,6,2697.8
17386,2011-12-02,7,6,2686.42
12625,2011-05-12,211,2,2683.82
17346,2011-12-06,3,15,2676.56
13883,2011-11-29,10,5,2674.48
14713,2011-11-30,9,11,2666.36
12360,2011-10-18,52,3,2662.06
14439,2011-01-24,319,1,2661.24
15671,2011-11-21,18,7,2657.13
12721,2011-11-08,31,6,2656.13
13851,2011-09-05,95,3,2651.46
16618,2011-11-08,31,5,2647.59
18260,2011-06-20,172,6,2643.2
13658,2011-11-30,9,5,2639.17
17655,2011-11-29,10,7,2638.94
15752,2011-10-31,39,7,2637.38
13804,2011-11-09,30,7,2635.79
13771,2011-10-06,64,4,2634.45
12520,2011-09-21,79,5,2634.26
17402,2011-12-05,4,13,2633.85
18077,2011-12-01,8,11,2633.01
13422,2011-10-06,64,1,2626.3
13644,2011-11-23,16,4,2624.26
17965,2011-11-02,37,14,2622.57
18210,2011-12-08,1,6,2621.38
16255,2011-11-23,16,8,2619.91
14262,2011-12-01,8,8,2618.23
13021,2011-12-05,4,9,2616.38
15782,2011-11-30,9,3,2614.74
14397,2011-12-07,2,19,2612.96
12836,2011-10-11,59,4,2612.86
18075,2011-11-16,23,10,2611.75
12726,2011-11-11,28,7,2609.1
16241,2011-11-30,9,13,2607.87
13136,2011-10-14,56,5,2607.61
14408,2011-11-29,10,7,2606.53
13983,2011-11-10,29,12,2603.43
17317,2011-10-24,46,3,2600.34
12600,2011-11-11,28,10,2599.04
16919,2011-07-06,156,11,2596.45
13895,2011-11-11,28,4,2593.07
14243,2011-12-01,8,10,2588.77
15033,2011-12-05,4,10,2586.67
13911,2011-10-13,57,9,2580.91
14546,2011-12-04,5,5,2578.09
16912,2011-11-11,28,11,2575.38
15485,2011-11-09,30,3,2575.0
18245,2011-12-02,7,7,2567.06
16308,2011-11-02,37,4,2560.0
15572,2011-12-05,4,7,2552.86
14334,2011-11-23,16,8,2552.21
14701,2011-11-29,10,9,2549.37
14676,2011-11-08,31,6,2548.24
13344,2011-10-03,67,3,2543.72
14776,2011-10-19,51,11,2538.3
17700,2011-11-23,16,4,2534.64
13471,2011-12-08,1,4,2531.58
14659,2011-12-01,8,9,2529.93
17314,2011-11-15,24,8,2527.92
13975,2011-11-08,31,6,2526.28
17449,2011-12-07,2,7,2520.86
13394,2011-12-08,1,8,2520.02
15245,2011-07-28,134,3,2515.84
15271,2011-12-02,7,15,2507.07
12352,2011-11-03,36,8,2506.04
13695,2011-11-08,31,15,2504.13
12517,2011-11-11,28,5,2502.84
15932,2011-12-05,4,8,2495.87
16477,2011-10-07,63,7,2494.46
12483,2011-11-22,17,8,2484.98
12913,2011-12-05,4,5,2483.63
16710,2011-11-20,19,10,2483.04
14315,2011-10-26,44,6,2481.13
13507,2011-12-06,3,4,2479.16
13588,2011-11-24,15,9,2478.95
17682,2011-11-29,10,6,2474.33
17188,2011-11-28,11,7,2474.23
14766,2011-12-01,8,6,2473.37
14502,2011-11-20,19,11,2470.67
17164,2011-11-07,32,7,2467.35
12455,2011-09-27,73,6,2466.86
15750,2011-12-07,2,8,2465.48
17131,2011-12-04,5,5,2463.17
13784,2011-11-30,9,11,2462.79
15674,2011-09-27,73,5,2446.6
14163,2011-09-13,87,4,2445.91
15527,2011-11-21,18,8,2429.78
17071,2011-11-11,28,9,2429.03
13949,2011-12-07,2,6,2427.32
16143,2011-12-06,3,6,2424.94
17722,2011-09-04,96,4,2424.04
15089,2011-11-29,10,6,2420.84
15373,2011-12-01,8,12,2415.91
12397,2011-11-04,35,2,2409.9
17589,2011-10-10,60,4,2404.17
15980,2011-09-12,88,3,2398.86
